fideid,name,country,sex,title,w_title,o_title,foa_title,standart_rating,rapid_rating,blitz_rating,birthday,flag,IM,IM_year,WFM,WFM_year,WCM,WCM_year,GM,GM_year,WIM,WIM_year,FM,FM_year,CM,CM_year,WGM,WGM_year,WH,WH_year
24151513,"Bychkov, Vladimir",RUS,M,FM,N/A,N/A,N/A,2203,2157,2187,1999,N/A,False,0,False,0,False,0,False,0,False,0,True,2019,False,0,False,0,False,0
24164836,"Bychkova, Alina",RUS,F,WCM,WCM,N/A,N/A,1969,1909,1909,2001,wi,False,0,False,0,True,2011,False,0,False,0,False,0,False,0,False,0,False,0
14112019,"Byelopolskiy, V.",UKR,M,IM,N/A,N/A,N/A,2382,2282,2282,1970,i,True,2001,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0
2806991,"Bykhovsky, Anatoly",ISR,M,GM,N/A,N/A,N/A,2496,0,2540,1988,i,True,2008,False,0,False,0,True,2010,False,0,False,0,False,0,False,0,False,0
4101669,"Bykhovsky, Anatoly A",RUS,M,IM,N/A,N/A,N/A,2354,2254,2321,1934,i,True,1982,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0
4101057,"Bykhovsky, Avigdor",ISR,M,GM,N/A,N/A,N/A,2352,2254,2219,1955,N/A,False,0,False,0,False,0,True,1993,False,0,False,0,False,0,False,0,False,0
1502123,"Byklum, Bjornar",NOR,M,FM,N/A,N/A,N/A,2333,2324,2301,1976,N/A,False,0,False,0,False,0,False,0,False,0,True,2005,False,0,False,0,False,0
4165365,"Bykov, Alexey",RUS,M,FM,N/A,N/A,N/A,2283,2246,2255,1963,i,False,0,False,0,False,0,False,0,False,0,True,2008,False,0,False,0,False,0
4135407,"Bykov, Andrei",RUS,M,FM,N/A,N/A,N/A,2246,0,0,1979,i,False,0,False,0,False,0,False,0,False,0,True,0,False,0,False,0,False,0
34115290,"Bykov, Egor",RUS,M,FM,N/A,N/A,N/A,2430,2261,2320,2000,N/A,False,0,False,0,False,0,False,0,False,0,True,2016,False,0,False,0,False,0
4192915,"Bykov, Oleg",RUS,M,FM,N/A,N/A,N/A,2270,2210,2178,1962,i,False,0,False,0,False,0,False,0,False,0,True,2004,False,0,False,0,False,0
4105460,"Bykov, Valery",RUS,M,FM,N/A,N/A,N/A,2301,0,0,,i,False,0,False,0,False,0,False,0,False,0,True,0,False,0,False,0,False,0
4145798,"Bykova, Evgeniya",RUS,F,WFM,WFM,N/A,N/A,1997,0,0,1935,wi,False,0,True,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0
14129825,"Bykovskiy, Oleg",UKR,M,FM,N/A,N/A,N/A,2206,2202,2122,1991,N/A,False,0,False,0,False,0,False,0,False,0,True,2016,False,0,False,0,False,0
2046547,"Bykovtsev, Agata",USA,F,WIM,WIM,N/A,N/A,1983,0,2098,1999,wi,False,0,True,2014,False,0,False,0,True,2015,False,0,False,0,False,0,False,0
14110172,"Bylino, Oleg",UKR,M,FM,N/A,N/A,N/A,1919,1875,1969,1939,i,False,0,False,0,False,0,False,0,False,0,True,2004,False,0,False,0,False,0
13500880,"Bystrov, Alexander",BLR,M,FM,N/A,N/A,N/A,2119,2045,2105,1963,N/A,False,0,False,0,False,0,False,0,False,0,True,2004,False,0,False,0,False,0
4118561,"Bystrov, Sergej M.",RUS,M,IM,N/A,N/A,N/A,2181,2074,1970,1968,i,True,2002,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0
4185188,"Bystrov, Sergey V.",RUS,M,FM,N/A,N/A,N/A,2302,2202,2229,1955,i,False,0,False,0,False,0,False,0,False,0,True,2004,False,0,False,0,False,0
4108337,"Bystryakova, Elena V.",RUS,F,WIM,WIM,N/A,N/A,1981,1932,1938,1958,wi,False,0,False,0,False,0,False,0,True,1990,False,0,False,0,False,0,False,0
13200852,"Byun, Sungwon",KOR,F,WCM,WCM,N/A,N/A,1738,1732,0,1998,wi,False,0,False,0,True,2009,False,0,False,0,False,0,False,0,False,0,False,0
400920,"Byway, Paul V",ENG,M,FM,N/A,N/A,N/A,2013,0,0,1944,i,False,0,False,0,False,0,False,0,False,0,True,0,False,0,False,0,False,0
3807223,"Caballero Quijano, Mitzy Mishell",PER,F,WIM,WIM,NA,N/A,2036,1990,1977,2001,w,False,0,True,2011,False,0,False,0,True,2015,False,0,False,0,False,0,False,0
3530655,"Caballero Ramos, Greter",CUB,F,WFM,WFM,N/A,N/A,2211,2014,2046,2006,w,False,0,True,2023,False,0,False,0,False,0,False,0,False,0,False,0,False,0
4402790,"Caballero, William",COL,M,FM,N/A,N/A,N/A,2105,2042,2004,1971,N/A,False,0,False,0,False,0,False,0,False,0,True,2022,False,0,False,0,False,0
916420,"Cabarkapa, Mijomir",SRB,M,FM,N/A,N/A,N/A,2106,2003,2079,1957,i,False,0,False,0,False,0,False,0,False,0,True,0,False,0,False,0,False,0
903787,"Cabarkapa, Milenko",SRB,M,IM,N/A,N/A,N/A,2141,0,0,1938,i,True,1986,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0
943746,"Cabarkapa, Novak",SRB,M,IM,N/A,N/A,N/A,2452,2515,2404,1996,N/A,True,2014,False,0,False,0,False,0,False,0,True,2012,False,0,False,0,False,0
905607,"Cabarkapa, Spasoje",SRB,M,FM,N/A,N/A,N/A,2221,0,2121,1938,i,False,0,False,0,False,0,False,0,False,0,True,0,False,0,False,0,False,0
905615,"Cabarkapa, Velibor",SRB,M,FM,N/A,N/A,N/A,2330,0,0,1974,i,False,0,False,0,False,0,False,0,False,0,True,0,False,0,False,0,False,0
5203627,"Cabe, Arlan",PHI,M,FM,N/A,N/A,N/A,2298,2160,2197,1972,N/A,False,0,False,0,False,0,False,0,False,0,True,2018,False,0,False,0,False,0
2231115,"Cabello Aguilar, Enrique",ESP,M,CM,N/A,N/A,N/A,2020,1951,1972,1963,N/A,False,0,False,0,False,0,False,0,False,0,False,0,True,2023,False,0,False,0
34544160,"Caberoglu, Arda",TUR,M,CM,N/A,N/A,N/A,1840,0,1780,2005,i,False,0,False,0,False,0,False,0,False,0,False,0,True,2016,False,0,False,0
2207710,"Cabezas Ayala, Ivan",ESP,M,FM,N/A,N/A,N/A,2231,2230,2233,1972,N/A,False,0,False,0,False,0,False,0,False,0,True,0,False,0,False,0,False,0
6105971,"Cabezas Calero, Abigail Carolina",NCA,F,CM,N/A,N/A,N/A,1800,1671,1720,2008,w,False,0,False,0,False,0,False,0,False,0,False,0,True,2016,False,0,False,0
6507522,"Cabezas Solano, David Alejandro",CRC,M,FM,N/A,N/A,N/A,2172,2087,2194,2004,N/A,False,0,False,0,False,0,False,0,False,0,True,2022,True,2021,False,0,False,0
3202372,"Cabilin, Jeff",AUS,M,CM,N/A,N/A,N/A,1844,1846,1846,1957,N/A,False,0,False,0,False,0,False,0,False,0,False,0,True,2015,False,0,False,0
7700440,"Cabralis, Quinn",TTO,M,FM,N/A,NA,N/A,2199,2086,2138,1995,N/A,False,0,False,0,False,0,False,0,False,0,True,2010,False,0,False,0,False,0
3524493,"Cabrera Gonzalez, Maximo Ariel",CUB,M,FM,N/A,N/A,N/A,2283,2222,2222,2004,N/A,False,0,False,0,False,0,False,0,False,0,True,2022,False,0,False,0,False,0
3801195,"Cabrera Huaman, Andres",PER,M,FM,N/A,FA,N/A,2252,2196,2189,1984,N/A,False,0,False,0,False,0,False,0,False,0,True,2016,False,0,False,0,False,0
3510670,"Cabrera Ladron de Guevara, Mayra",CUB,F,WFM,WFM,N/A,N/A,1966,1952,1940,1991,w,False,0,True,2015,False,0,False,0,False,0,False,0,False,0,False,0,False,0
112062,"Cabrera Pando, Ramiro",ARG,M,CM,N/A,SI,N/A,2141,2178,2076,1985,i,False,0,False,0,False,0,False,0,False,0,False,0,True,2020,False,0,False,0
3505740,"Cabrera Torres, Raul",CUB,M,FM,N/A,N/A,N/A,2146,0,2120,1960,i,False,0,False,0,False,0,False,0,False,0,True,2009,False,0,False,0,False,0
2267071,"Cabrera Trujillo, Jorge Juan",ESP,M,IM,N/A,N/A,N/A,2287,2286,0,1991,i,True,2009,False,0,False,0,False,0,False,0,True,2007,False,0,False,0,False,0
3502783,"Cabrera, Alexis",ESP,M,GM,N/A,N/A,N/A,2410,0,2462,1976,N/A,True,1998,False,0,False,0,True,2004,False,0,False,0,False,0,False,0,False,0
900249,"Cabrilo, Goran",SRB,M,GM,N/A,N/A,N/A,2272,2289,2256,1958,N/A,False,0,False,0,False,0,True,1995,False,0,False,0,False,0,False,0,False,0
16600169,"Cabunagan, Tito",PLW,M,CM,N/A,N/A,N/A,1812,1891,1847,1959,i,False,0,False,0,False,0,False,0,False,0,False,0,True,2024,False,0,False,0
807338,"Cacco, Christian",ITA,M,FM,N/A,N/A,N/A,2319,2294,2366,1981,i,False,0,False,0,False,0,False,0,False,0,True,0,False,0,False,0,False,0
3710769,"Caceres Benitez, Arturo Eduardo",PAR,M,FM,N/A,N/A,N/A,2290,2089,2135,2009,N/A,False,0,False,0,False,0,False,0,False,0,True,2024,True,2022,False,0,False,0
3402169,"Caceres Vasquez, Sergio",CHI,M,FM,N/A,N/A,N/A,2022,2022,2051,1964,N/A,False,0,False,0,False,0,False,0,False,0,True,2010,False,0,False,0,False,0
54541042,"Cacheiro Blanco, Diego",ESP,M,FM,N/A,N/A,N/A,2335,2309,2282,2008,N/A,False,0,False,0,False,0,False,0,False,0,True,2023,False,0,False,0,False,0
2202450,"Cacho Reigadas, Sergio",ESP,M,IM,N/A,N/A,N/A,2498,2548,0,1974,N/A,True,1997,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0
4418930,"Cadavid, Juan Miguel",COL,M,CM,N/A,N/A,N/A,1959,1925,1929,1998,i,False,0,False,0,False,0,False,0,False,0,False,0,True,2022,False,0,False,0
11900733,"Cadeau, Merisena",HAI,F,WCM,WCM,N/A,N/A,1689,1675,0,2005,w,False,0,False,0,True,2024,False,0,False,0,False,0,False,0,False,0,False,0
4404815,"Cadena M, Gustavo Adolfo",COL,M,FM,N/A,N/A,N/A,2258,2264,2189,1993,N/A,False,0,False,0,False,0,False,0,False,0,True,2014,False,0,False,0,False,0
2132150,"Cadilhac, Igor Tokuichi Kikuchi",BRA,M,FM,N/A,N/A,N/A,2250,2304,2150,2000,i,False,0,False,0,False,0,False,0,False,0,True,2015,False,0,False,0,False,0
1000594,"Caessens, Rob",NED,M,FM,N/A,N/A,N/A,2231,0,0,1960,N/A,False,0,False,0,False,0,False,0,False,0,True,0,False,0,False,0,False,0
2188554,"Caetano, Ryan Wesley Da Costa",BRA,M,FM,N/A,N/A,N/A,2164,2140,2157,2002,N/A,False,0,False,0,False,0,False,0,False,0,True,2021,False,0,False,0,False,0
401005,"Cafferty, Bernard",ENG,M,FM,N/A,N/A,N/A,2086,0,0,1934,i,False,0,False,0,False,0,False,0,False,0,True,0,False,0,False,0,False,0
316865,"Cagasik, Tomas",CZE,M,FM,N/A,N/A,N/A,2166,2101,2198,1977,N/A,False,0,False,0,False,0,False,0,False,0,True,2013,False,0,False,0,False,0
6364063,"Caglar, Sila",TUR,F,WIM,WIM,N/A,N/A,2201,2137,2086,2004,w,False,0,True,2016,True,2013,False,0,True,2020,False,0,False,0,False,0,False,0
7124252,"Cahaya, Satria Duta",INA,M,FM,N/A,N/A,N/A,2360,2035,2143,2008,N/A,False,0,False,0,False,0,False,0,False,0,True,2024,False,0,False,0,False,0
3845621,"Cahuapaza Tarapaca, Leonardo",PER,M,CM,N/A,N/A,N/A,2045,1859,2032,2007,N/A,False,0,False,0,False,0,False,0,False,0,False,0,True,2024,False,0,False,0
8614318,"Cai, Boheng",CHN,F,WFM,WFM,N/A,N/A,1908,1928,1846,2005,w,False,0,True,2017,False,0,False,0,False,0,False,0,False,0,False,0,False,0
8618402,"Cai, Chaoruo",CHN,M,CM,N/A,N/A,N/A,2258,2123,2109,1986,N/A,False,0,False,0,False,0,False,0,False,0,False,0,True,2019,False,0,False,0
4704703,"Caku, Kler",ALB,F,WFM,WFM,N/A,N/A,2030,2070,2038,2010,w,False,0,True,2024,True,2024,False,0,False,0,False,0,False,0,False,0,False,0
2210894,"Calaf Bellver, Guifre",ESP,M,FM,N/A,N/A,N/A,2292,0,0,1979,N/A,False,0,False,0,False,0,False,0,False,0,True,2022,False,0,False,0,False,0
15400077,"Calangi, Zachary Alexander",MAC,M,CM,N/A,N/A,N/A,2145,0,0,1956,i,False,0,False,0,False,0,False,0,False,0,False,0,True,2006,False,0,False,0
806382,"Calavalle, Giulio",ITA,M,FM,N/A,N/A,N/A,2162,2176,2113,1976,N/A,False,0,False,0,False,0,False,0,False,0,True,2017,False,0,False,0,False,0
2102072,"Caldeira, Adriano",BRA,M,FM,N/A,N/A,N/A,2129,2104,2204,1971,N/A,False,0,False,0,False,0,False,0,False,0,True,0,False,0,False,0,False,0
5102979,"Calderin Gonzalez, Roberto",MEX,M,IM,N/A,N/A,N/A,2400,0,0,1967,N/A,True,1994,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0
107182,"Calderon Fernandez, Gervasio",ARG,M,FM,N/A,N/A,N/A,2146,2311,2303,1978,i,False,0,False,0,False,0,False,0,False,0,True,2009,False,0,False,0,False,0
4428854,"Calderon Zuta, Nicolas",COL,M,CM,N/A,N/A,N/A,1984,1969,1984,2000,i,False,0,False,0,False,0,False,0,False,0,False,0,True,2017,False,0,False,0
321133,"Caletka, Radomir",CZE,M,FM,N/A,N/A,N/A,2178,2280,2348,1986,N/A,False,0,False,0,False,0,False,0,False,0,True,2010,False,0,False,0,False,0
14800268,"Calicoca, Wilton Inacio",MOZ,M,FM,N/A,N/A,N/A,1998,0,0,1984,N/A,False,0,False,0,False,0,False,0,False,0,True,2018,True,2014,False,0,False,0
1222961,"Calin, Alexandru",ROU,M,FM,N/A,N/A,N/A,2214,2074,2089,2001,N/A,False,0,False,0,False,0,False,0,False,0,True,2018,False,0,False,0,False,0
607843,"Calistri, Tristan",FRA,M,IM,N/A,N/A,N/A,2174,2183,2230,1973,N/A,True,2013,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0
3800849,"Calle, Miryam",PER,F,WFM,WFM,N/A,N/A,2073,2049,2048,1982,wi,False,0,True,2008,False,0,False,0,False,0,False,0,False,0,False,0,False,0
32072503,"Callejas Rojas, Francisco Miguel",ESP,M,FM,N/A,N/A,N/A,2291,2250,2233,2001,N/A,False,0,False,0,False,0,False,0,False,0,True,2020,False,0,False,0,False,0
19700547,"Callender, Jessica",GUY,F,WCM,WCM,"SI,NA",N/A,1569,1597,1594,2002,w,False,0,False,0,True,2024,False,0,False,0,False,0,False,0,False,0,False,0
16222113,"Callsen, Niklas",GER,M,CM,N/A,N/A,N/A,2187,2085,2183,2000,N/A,False,0,False,0,False,0,False,0,False,0,False,0,True,2024,False,0,False,0
805505,"Caloni, Ugo",ITA,M,CM,N/A,N/A,N/A,2149,2137,2101,1965,N/A,False,0,False,0,False,0,False,0,False,0,False,0,True,2021,False,0,False,0
1206702,"Calota, Alina-Iuliana",ROU,F,WFM,WFM,N/A,N/A,2000,0,0,1981,wi,False,0,True,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0
1208063,"Calotescu, Ana-Cristina",ROU,F,WGM,WGM,N/A,N/A,2272,0,0,1983,wi,False,0,False,0,False,0,False,0,False,0,False,0,False,0,True,2005,False,0
2606933,"Calugar, Arthur",CAN,M,IM,N/A,N/A,N/A,2291,2259,2295,1994,i,True,2011,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0
3505154,"Calvo Quinteiro, Jose Manuel",CUB,M,FM,N/A,N/A,N/A,2307,0,2207,1994,i,False,0,False,0,False,0,False,0,False,0,True,2012,False,0,False,0,False,0
2204185,"Calzetta Ruiz, Monica",ESP,F,WGM,WGM,FT,N/A,2230,2146,2048,1972,w,False,0,False,0,False,0,False,0,True,1995,False,0,False,0,True,2003,False,0
6408885,"Camacho Campusano, David Daniel",DOM,M,FM,N/A,N/A,N/A,2197,2252,2160,1993,N/A,False,0,False,0,False,0,False,0,False,0,True,2022,False,0,False,0,False,0
2265427,"Camacho Collados, Jose",WLS,M,IM,N/A,N/A,N/A,2345,2347,2231,1988,N/A,True,2013,False,0,False,0,False,0,False,0,True,2007,False,0,False,0,False,0
2266237,"Camacho Collados, Marcos",ESP,M,IM,N/A,N/A,N/A,2459,2365,2345,1991,N/A,True,2014,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0
3502520,"Camacho Martinez, Guillermo",CUB,M,FM,N/A,N/A,N/A,2285,2227,2177,1973,N/A,False,0,False,0,False,0,False,0,False,0,True,1998,False,0,False,0,False,0
3503658,"Camacho Penate, Guillermo",CUB,M,FM,N/A,N/A,N/A,2149,0,0,1950,i,False,0,False,0,False,0,False,0,False,0,True,2010,False,0,False,0,False,0
5201829,"Camacho, Chardine Cheradee",PHI,F,WIM,WIM,N/A,N/A,2253,0,2181,1994,wi,False,0,True,2008,False,0,False,0,True,2011,False,0,False,0,False,0,False,0
6700012,"Camacho, Roberto",ESA,M,FM,N/A,N/A,N/A,2240,0,0,1956,i,False,0,False,0,False,0,False,0,False,0,True,0,False,0,False,0,False,0
2211106,"Camarena Jimenez, Rufino",ESP,M,IM,N/A,N/A,N/A,2277,0,2413,1978,N/A,True,2008,False,0,False,0,False,0,False,0,True,2000,False,0,False,0,False,0
3600050,"Camaton Borbor, Carlos",ECU,M,FM,N/A,N/A,N/A,2271,0,0,,i,False,0,False,0,False,0,False,0,False,0,True,0,False,0,False,0,False,0
10100563,"Cambando, Jose",ANG,M,CM,N/A,N/A,N/A,2041,2105,2079,1978,N/A,False,0,False,0,False,0,False,0,False,0,False,0,True,2014,False,0,False,0
3203590,"Camer, Angelito",AUS,M,FM,N/A,N/A,N/A,1920,2017,1968,1958,N/A,False,0,False,0,False,0,False,0,False,0,True,2023,False,0,False,0,False,0
7402252,"Cameron, Mark",JAM,M,CM,N/A,N/A,N/A,2205,0,0,1962,i,False,0,False,0,False,0,False,0,False,0,False,0,True,2016,False,0,False,0
5600162,"Camilleri, Stephan J.",MLT,M,CM,N/A,N/A,N/A,2094,0,0,1968,i,False,0,False,0,False,0,False,0,False,0,False,0,True,2022,False,0,False,0
2212463,"Camino Carrio, Nicanor",ESP,M,CM,N/A,N/A,N/A,2022,1898,1932,1968,N/A,False,0,False,0,False,0,False,0,False,0,False,0,True,2022,False,0,False,0
44576692,"Camlar, Arda",TUR,M,FM,N/A,N/A,N/A,2443,0,2222,2009,N/A,False,0,False,0,False,0,False,0,False,0,True,2022,True,2019,False,0,False,0
1802240,"Camp, Imogen A L",WLS,F,WCM,WCM,N/A,N/A,1926,1833,1891,2001,w,False,0,False,0,True,2016,False,0,False,0,False,0,False,0,False,0,False,0
2601486,"Campbell, Brett",CAN,M,FM,N/A,N/A,N/A,1979,0,2013,1959,N/A,False,0,False,0,False,0,False,0,False,0,True,0,False,0,False,0,False,0
8500436,"Campbell, Charles",NGR,M,CM,N/A,N/A,N/A,2138,2119,2166,1972,N/A,False,0,False,0,False,0,False,0,False,0,False,0,True,2010,False,0,False,0
1148184,"Campbell, Karina",IRL,F,WFM,WFM,N/A,N/A,1826,1826,1791,1994,wi,False,0,True,2014,True,2012,False,0,False,0,False,0,False,0,False,0,False,0
3300455,"Campero, Ronald",BOL,M,FM,N/A,N/A,N/A,2014,2125,1953,1973,N/A,False,0,False,0,False,0,False,0,False,0,True,2008,False,0,False,0,False,0
100013,"Campora, Daniel H.",ARG,M,GM,N/A,N/A,N/A,2353,2356,2331,1957,N/A,True,1982,False,0,False,0,True,1986,False,0,False,0,False,0,False,0,False,0
2226979,"Campos Gambuti, Luis Maria",ESP,M,IM,N/A,N/A,N/A,2280,2321,2205,1967,N/A,True,2001,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0
4444710,"Campos Gomez, Manuel",COL,M,IM,N/A,N/A,N/A,2323,2360,2358,2007,N/A,True,2024,False,0,False,0,False,0,False,0,True,2021,False,0,False,0,False,0
3517160,"Campos Jimenez, Augusto Cesar",CUB,M,IM,N/A,N/A,N/A,2251,0,2251,1998,N/A,True,2015,False,0,False,0,False,0,False,0,True,2015,False,0,False,0,False,0
5100100,"Campos Lopez, Mario",MEX,M,IM,N/A,N/A,N/A,2346,0,0,1943,i,True,1975,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0
3400034,"Campos Moreno, Javier B.",CHI,M,GM,N/A,N/A,N/A,2393,2387,2386,1959,N/A,True,1979,False,0,False,0,True,2005,False,0,False,0,False,0,False,0,False,0
5100119,"Campos Ruiz, Alberto",MEX,M,FM,N/A,N/A,N/A,2250,0,0,1953,i,False,0,False,0,False,0,False,0,False,0,True,0,False,0,False,0,False,0
3501558,"Campos Vila, Milena",CUB,F,WIM,WIM,FT,N/A,2103,0,2221,1974,wi,False,0,False,0,False,0,False,0,True,2011,False,0,False,0,False,0,False,0
10100156,"Campos, Eugenio",ANG,M,IM,N/A,N/A,N/A,2004,2176,2120,1975,N/A,True,1995,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0
103837,"Campos, Jose Felix",ARG,M,FM,N/A,N/A,N/A,2151,2155,2037,1966,N/A,False,0,False,0,False,0,False,0,False,0,True,0,False,0,False,0,False,0
146803,"Campos, Maria Jose",ARG,F,WIM,WIM,N/A,N/A,2271,2136,2129,1999,w,False,0,True,2019,False,0,False,0,True,2023,False,0,False,0,False,0,False,0
631256,"Camus de Solliers, Guillaume",FRA,M,FM,N/A,N/A,N/A,2277,2175,2358,1987,i,False,0,False,0,False,0,False,0,False,0,True,2006,False,0,False,0,False,0
6302181,"Can, Emre",TUR,M,GM,N/A,N/A,N/A,2562,2530,2502,1990,N/A,True,2007,False,0,False,0,True,2010,False,0,True,2006,False,0,False,0,False,0
6383742,"Can, Isik",TUR,M,IM,N/A,N/A,N/A,2543,2450,2444,2005,N/A,True,2018,False,0,False,0,False,0,False,0,True,2017,True,2014,False,0,False,0
34505733,"Can, Isil",TUR,F,WCM,WCM,N/A,N/A,1987,1894,1894,2005,w,False,0,False,0,True,2015,False,0,False,0,False,0,False,0,False,0,False,0
6317383,"Can, Melih Kaan",TUR,M,CM,N/A,N/A,N/A,2171,1993,2022,1998,N/A,False,0,False,0,False,0,False,0,False,0,False,0,True,2024,False,0,False,0
6525490,"Canales Chinchilla, Victoria",CRC,F,WCM,WCM,N/A,N/A,1828,1708,1737,2005,w,False,0,False,0,True,2024,False,0,False,0,False,0,False,0,False,0,False,0
5117453,"Canche Cab, Alexa",MEX,F,WCM,WCM,N/A,N/A,1828,1776,1801,2000,wi,False,0,False,0,True,2014,False,0,False,0,False,0,False,0,False,0,False,0
8800448,"Cancino, Shiela",BER,F,WCM,WCM,N/A,N/A,1612,1652,0,1982,w,False,0,False,0,True,2024,False,0,False,0,False,0,False,0,False,0,False,0
3512070,"Cancio-Bello Ayes, Flavia",CUB,F,WFM,WFM,N/A,N/A,2069,2085,2009,1993,w,False,0,True,2009,False,0,False,0,False,0,False,0,False,0,False,0,False,0
6100015,"Canda, Danilo",NCA,M,IM,N/A,N/A,N/A,2262,0,0,1961,i,True,1986,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0
1201670,"Candea, Coralia-Irina",ROU,F,WFM,WFM,N/A,N/A,2105,0,0,1967,wi,False,0,True,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0
2203839,"Candela Perez, Jose",ESP,M,IM,N/A,N/A,N/A,2300,2269,2259,1972,N/A,True,2003,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0
3630307,"Cando, Pavel",ECU,M,CM,N/A,N/A,N/A,1604,1658,1544,2007,i,False,0,False,0,False,0,False,0,False,0,False,0,True,2014,False,0,False,0
2201739,"Canela Gimenez, Teresa",ESP,F,WIM,WIM,N/A,N/A,2145,0,0,1959,wi,False,0,False,0,False,0,False,0,True,1987,False,0,False,0,False,0,False,0
3200418,"Canfell, Gregory J",AUS,M,FM,N/A,N/A,N/A,2161,0,2306,1970,N/A,False,0,False,0,False,0,False,0,False,0,True,0,False,0,False,0,False,0
5220416,"Canino, Ruelle",PHI,F,WFM,WFM,N/A,N/A,2179,1841,1774,2008,w,False,0,True,2024,False,0,False,0,False,0,False,0,False,0,False,0,False,0
3213110,"Cannon, David",AUS,M,IM,N/A,N/A,N/A,2261,2050,2015,2001,N/A,True,2023,False,0,False,0,False,0,False,0,True,2019,False,0,False,0,False,0
2222965,"Cano Gimenez, Vicente",ESP,M,FM,N/A,N/A,N/A,2203,2221,2189,1971,N/A,False,0,False,0,False,0,False,0,False,0,True,2017,False,0,False,0,False,0
2224410,"Cano Sanchez, Josue",ESP,M,FM,N/A,N/A,N/A,2334,2363,2343,1975,i,False,0,False,0,False,0,False,0,False,0,True,0,False,0,False,0,False,0
3703762,"Cantero, Rodolfo",PAR,M,CM,N/A,N/A,N/A,2164,2021,2050,1999,N/A,False,0,False,0,False,0,False,0,False,0,False,0,True,2023,False,0,False,0
6600794,"Cantilo-Paz, Agustin",PAN,M,CM,N/A,N/A,N/A,1961,1963,2070,1962,i,False,0,False,0,False,0,False,0,False,0,False,0,True,2017,False,0,False,0
2055945,"Canty, James",USA,M,FM,N/A,N/A,N/A,2197,0,2161,1992,N/A,False,0,False,0,False,0,False,0,False,0,True,2022,False,0,False,0,False,0
30908876,"Cao, Claire",USA,F,WFM,WFM,N/A,N/A,1726,0,0,2004,wi,False,0,True,2016,False,0,False,0,False,0,False,0,False,0,False,0,False,0
2611112,"Cao, Jason",CAN,M,FM,N/A,N/A,N/A,2306,0,2206,2000,i,False,0,False,0,False,0,False,0,False,0,True,2010,False,0,False,0,False,0
725056,"Cao, Sang",VIE,M,GM,N/A,N/A,N/A,2346,2280,2301,1973,N/A,True,1995,False,0,False,0,True,2003,False,0,False,0,False,0,False,0,False,0
344915,"Cap, Adam",CZE,M,FM,N/A,NA,N/A,2238,2211,2172,1997,N/A,False,0,False,0,False,0,False,0,False,0,True,2015,False,0,False,0,False,0
4600592,"Capelan, Guenter",GER,M,IM,N/A,N/A,N/A,2385,0,0,1932,i,True,1968,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0
3102386,"Capeles Mendoza, Jomar",PUR,M,CM,N/A,N/A,N/A,1884,1822,1887,2001,i,False,0,False,0,False,0,False,0,False,0,False,0,True,2012,False,0,False,0
7501005,"Capella, Rurik",AHO,M,FM,N/A,N/A,N/A,1950,0,2008,1969,N/A,False,0,False,0,False,0,False,0,False,0,True,2020,False,0,False,0,False,0
2272245,"Capellades Subirana, Marc",ESP,M,FM,N/A,N/A,N/A,2171,2171,2140,1987,N/A,False,0,False,0,False,0,False,0,False,0,True,2011,False,0,False,0,False,0
3400093,"Capo Iturrieta, Jose Miguel",CHI,M,FM,N/A,N/A,N/A,2390,2333,0,1969,i,False,0,False,0,False,0,False,0,False,0,True,0,False,0,False,0,False,0
3400565,"Capo Iturrieta, Olga",CHI,F,WFM,WFM,N/A,N/A,2030,0,0,1970,wi,False,0,True,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0
3400620,"Capo Iturrieta, Rafael",CHI,M,CM,N/A,N/A,N/A,2169,2193,0,1968,i,False,0,False,0,False,0,False,0,False,0,False,0,True,2022,False,0,False,0
5105382,"Capo Vidal, Uriel",MEX,M,IM,N/A,N/A,N/A,2196,2323,2298,1986,N/A,True,2008,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0
224715,"Capone, Nicola",BEL,M,IM,N/A,N/A,N/A,2293,2348,2204,1999,N/A,True,2016,False,0,False,0,False,0,False,0,True,2014,False,0,False,0,False,0
800490,"Caposciutti, Maurizio",ITA,M,FM,N/A,N/A,N/A,2299,2231,2299,1966,N/A,False,0,False,0,False,0,False,0,False,0,True,0,False,0,False,0,False,0
